ISSN	Título	Estrato	Área de Avaliação	Status
0888-8892	Conservation Biology	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1755-263X	Conservation Letters	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1477-9226	Dalton Transactions (2003. Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1087-3562	Earth Interactions	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1612-9202	Ecohealth (New York. Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1051-0761	Ecological Applications	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0921-8009	Ecological Economics (Amsterdam)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1470-160X	Ecological Indicators	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0304-3800	Ecological Modelling	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0012-9658	Ecology (Brooklyn, New York, N.Y.)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1461-023X	Ecology Letters (Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0906-6691	Ecology of Freshwater Fish	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0963-9292	Ecotoxicology (London)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0887-0624	Energy & Fuels (Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0360-5442	Energy (Oxford)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0301-4215	Energy Policy	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1098-2280	Environmental and Molecular Mutagenesis (Online)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0269-4042	Environmental Geochemistry and Health	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0091-6765	Environmental Health Perspectives	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0364-152X	Environmental Management (New York)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1364-8152	Environmental Modelling & Software	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1573-2959	Environmental Monitoring and Assessment (Dordrecht. Online)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0167-6369	Environmental Monitoring and Assessment (Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0269-7491	Environmental Pollution (1987)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0013-9351	Environmental Research (New York, N.Y. Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1462-9011	Environmental Science & Policy	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0013-936X	Environmental Science & Technology	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1520-4081	Environmental Toxicology (Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0160-4120	Environment International	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1044-3983	Epidemiology (Cambridge, Mass., Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0272-7714	Estuarine, Coastal and Shelf Science (Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0185-4186	Estudios Sociológicos	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0014-3820	Evolution (Lancaster, PA.)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0378-1127	Forest Ecology and Management	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0046-5070	Freshwater Biology (Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0016-2361	Fuel (Guildford)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0016-7061	Geoderma (Amsterdam)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0094-8276	Geophysical Research Letters	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0016-8033	Geophysics	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1354-1013	Global Change Biology (Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0959-3780	Global Environmental Change	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0104-5970	História, Ciências, Saúde-Manguinhos (Impresso)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0885-6087	Hydrological Processes (Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0262-6667	Hydrological Sciences Journal	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0888-5885	Industrial & Engineering Chemistry Research	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1567-5769	International Immunopharmacology (Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0899-8418	International Journal of Climatology	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0360-3199	International Journal of Hydrogen Energy	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0021-8901	Journal of Applied Ecology (Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0140-1963	Journal of Arid Environments	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0305-0270	Journal of Biogeography (Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0098-0331	Journal of Chemical Ecology	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0959-6526	Journal of Cleaner Production	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0894-8755	Journal of Climate	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0301-4797	Journal of Environmental Management	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1464-0325	Journal of Environmental Monitoring (Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0265-931X	Journal of Environmental Radioactivity	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0360-1234	Journal of Environmental Science and Health. Part B. Pesticides, Food Contaminants, and Agricultural Wastes	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0022-0981	Journal of Experimental Marine Biology and Ecology	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0148-0227	Journal of Geophysical Research	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0304-3894	Journal of Hazardous Materials (Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0022-1694	Journal of Hydrology (Amsterdam)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1367-5435	Journal of Industrial Microbiology & Biotechnology	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0022-2623	Journal of Medicinal Chemistry	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0954-3899	Journal of Physics. G, Nuclear and Particle Physics	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1439-0108	Journal of Soils and Sediments (Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0103-5053	Journal of the Brazilian Chemical Society (Impresso)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1388-6150	Journal of Thermal Analysis and Calorimetry	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0022-5142	Journal of the Science of Food and Agriculture	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0266-4674	Journal of Tropical Ecology (Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0733-9488	Journal of Urban Planning and Development	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0921-2973	Landscape Ecology	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1660-3397	Marine Drugs	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0171-8630	Marine Ecology. Progress Series (Halstenbek)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0025-326X	Marine Pollution Bulletin.	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0095-3628	Microbial Ecology	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1087-0156	Nature Biotechnology (Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0028-0836	Nature (London)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0028-646X	New Phytologist (Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0029-8549	Oecologia	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0031-0182	Palaeogeography, Palaeoclimatology, Palaeoecology	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1932-6203	Plos One	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0301-9268	Precambrian Research	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0027-8424	Proceedings of the National Academy of Sciences of the United States of America	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1091-6490	Proceedings of the National Academy of Sciences of the United States of America (Online)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0034-4257	Remote Sensing of Environment	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0960-1481	Renewable Energy	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1364-0321	Renewable & Sustainable Energy Reviews	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1061-2971	Restoration Ecology	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1413-1439	Revista de Direito Ambiental	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1983-4527	Revista Pós Ciências Sociais	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0036-8075	Science (New York, N.Y.)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1095-9203	Science (New York, N.Y.: Online)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0048-9697	Science of the Total Environment	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0103-9016	Scientia Agricola (USP. Impresso)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0925-4005	Sensors and Actuators. B, Chemical	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0361-5995	Soil Science Society of America Journal	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0167-1987	Soil & Tillage Research	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0038-092X	Solar Energy	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0039-9140	Talanta (Oxford)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0040-0262	Taxon	A1	CIÊNCIAS AMBIENTAIS	Atualizado
1089-5639	The Journal of Physical Chemistry. A	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0041-0101	Toxicon (Oxford)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0169-5347	Trends in Ecology & Evolution (Amsterdam. Print)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0956-053X	Waste Management (Elmsford)	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0043-1397	Water Resources Research	A1	CIÊNCIAS AMBIENTAIS	Atualizado
0044-5967	Acta Amazonica (Impresso)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0102-3306	Acta Botanica Brasílica (Impresso)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0308-521X	Agricultural Systems	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1414-753X	Ambiente e Sociedade (Campinas)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1809-4422	Ambiente & Sociedade (Online)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0044-7447	Ambio (Oslo)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0002-9122	American Journal of Botany	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1042-0533	American Journal of Human Biology	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0002-9483	American Journal of Physical Anthropology	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0003-0082	American Museum Novitates	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0001-3765	Anais da Academia Brasileira de Ciências (Impresso)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0003-2654	Analyst (London. 1877. Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0378-4320	Animal Reproduction Science (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0044-8435	Apidologie (Celle)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0099-2240	Applied and Environmental Microbiology (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0273-2289	Applied Biochemistry and Biotechnology	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1015-1621	Aquatic Sciences (Printed ed.)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0340-5761	Archives of Toxicology	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1807-734X	BBR. Brazilian Business Review (Edição em português. Online)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0305-1978	Biochemical Systematics and Ecology	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0005-2736	Biochimica et Biophysica Acta. Biomembranes	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0300-9084	Biochimie (Paris. Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1043-1802	Bioconjugate Chemistry	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1572-9710	Biodiversity and Conservation (Dordrecht. Online)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1615-7591	Bioprocess and Biosystems Engineering (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0006-3606	Biotropica (Lawrence, KS)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1519-6984	Brazilian Journal of Biology (Impresso)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1678-4375	Brazilian Journal of Biology (Online)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0100-879X	Brazilian Journal of Medical and Biological Research (Impresso)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0007-1145	British Journal of Nutrition	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0007-4861	Bulletin of Environmental Contamination and Toxicology	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0102-311X	Cadernos de Saúde Pública (ENSP. Impresso)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0144-8617	Carbohydrate Polymers	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1867-3880	ChemCatChem	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0930-7516	Chemical Engineering & Technology	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0009-2797	Chemico-Biological Interactions (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1413-8123	Ciência e Saúde Coletiva (Impresso)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1863-0650	Clean (Weinheim. Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0098-1354	Computers & Chemical Engineering	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0098-3004	Computers & Geosciences	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0278-4343	Continental Shelf Research	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0722-4028	Coral Reefs (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0929-8673	Current Medicinal Chemistry	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1877-3435	Current Opinion in Environmental Sustainability (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0967-0637	Deep-Sea Research. Part 1. Oceanographic Research Papers	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1472-4642	Diversity and Distributions (Online)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1366-9516	Diversity and Distributions (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1476-945X	Ecological Complexity (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0147-6513	Ecotoxicology and Environmental Safety	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0101-7330	Educação & Sociedade (Impresso)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0013-4686	Electrochimica Acta	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1413-4152	Engenharia Sanitária e Ambiental	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1809-4457	Engenharia Sanitária e Ambiental (Online)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0104-4036	Ensaio (Fundação Cesgranrio. Impresso)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0098-8472	Environmental and Experimental Botany	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0376-8929	Environmental Conservation	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1866-6299	Environmental Earth Sciences (Internet)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1866-6280	Environmental Earth Sciences (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0964-4016	Environmental Politics	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0944-1344	Environmental Science and Pollution Research International	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0959-3330	Environmental Technology	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0265-8135	Environment & Planning. B, Planning & Design (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1614-7499	Environmetal Science and Pollution Research International (Internet)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0950-2688	Epidemiology and Infection (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1559-2723	Estuaries and Coasts	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0103-4014	Estudos Avançados (USP. Impresso)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0014-2336	Euphytica (Wageningen)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0377-2217	European Journal of Operational Research	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1741-427X	Evidence-Based Complementary and Alternative Medicine (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0957-4174	Expert Systems with Applications	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0969-997X	Fisheries Management and Ecology (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0165-7836	Fisheries Research	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0367-2530	Flora (Jena)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0308-8146	Food Chemistry	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0378-3820	Fuel Processing Technology	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0016-7398	Geographical Journal	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0016-7460	Geographische Rundschau	A2	CIÊNCIAS AMBIENTAIS	Atualizado
2179-0892	GEOUSP: espaço e tempo	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1414-7416	Geousp (USP)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1757-1693	Global Change Biology. Bioenergy	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0300-7839	Human Ecology (New York, N.Y.)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0018-8158	Hydrobiologia (The Hague. Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1431-2174	Hydrogeology Journal	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1027-5606	Hydrology and Earth System Sciences	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0144-7815	IAHS-AISH Publication	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0926-6690	Industrial Crops and Products (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0964-8305	International Biodeterioration & Biodegradation	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0020-7519	International Journal for Parasitology	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0020-7128	International Journal of Biometeorology (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0020-7543	International Journal of Production Research (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1366-5901	International Journal of Remote Sensing (Online)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0143-1161	International Journal of Remote Sensing (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1049-8001	International Journal of Wildland Fire	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0924-2716	ISPRS Journal of Photogrammetry and Remote Sensing	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0260-437X	JAT. Journal of Applied Toxicology	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1617-1381	Journal for Nature Conservation (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0021-8561	Journal of Agricultural and Food Chemistry	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0021-8790	Journal of Animal Ecology (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0021-891X	Journal of Applied Electrochemistry	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0739-0572	Journal of Atmospheric and Oceanic Technology	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0908-8857	Journal of Avian Biology	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0145-479X	Journal of Bioenergetics and Biomembranes	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0021-9568	Journal of Chemical and Engineering Data	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1386-6532	Journal of Clinical Virology	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0749-0208	Journal of Coastal Research	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0973-4082	Journal of Education for Sustainable Development	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0733-9372	Journal of Environmental Engineering (New York, N.Y.)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0378-8741	Journal of Ethnopharmacology	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1084-0699	Journal of Hydrologic Engineering	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0163-3864	Journal of Natural Products (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0920-4105	Journal of Petroleum Science & Engineering	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0176-1617	Journal of Plant Physiology (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0236-5731	Journal of Radioanalytical and Nuclear Chemistry (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0718-2724	Journal of Technology Management & Innovation	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0003-021X	Journal of the American Oil Chemists' Society	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0022-538X	Journal of Virology (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1477-8920	Journal of Water and Health	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0169-2046	Landscape and Urban Planning	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0743-7463	Langmuir	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0266-8254	Letters in Applied Microbiology	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1871-1413	Livestock Science (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1477-7835	Management of Environmental Quality	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0025-3162	Marine Biology (Berlin)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0304-4203	Marine Chemistry (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0074-0276	Memórias do Instituto Oswaldo Cruz (Impresso)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1678-8060	Memórias do Instituto Oswaldo Cruz (Online)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0026-3672	Mikrochimica Acta (1966. Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0940-6360	Mycorrhiza (Berlin)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0165-0203	Natural Resources Forum (Print)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
1679-6225	Neotropical Ichthyology (Impresso)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
0101-3300	Novos Estudos CEBRAP (Impresso)	A2	CIÊNCIAS AMBIENTAIS	Atualizado
