ISSN	Título	Estrato	Área de Avaliação	Status
1525-4135	Journal of Acquired Immune Deficiency Syndromes (1999)	A1	ENFERMAGEM	Atualizado
1365-2648	Journal of Advanced Nursing	A1	ENFERMAGEM	Atualizado
0309-2402	Journal of Advanced Nursing (Print)	A1	ENFERMAGEM	Atualizado
1387-2877	Journal of Alzheimer's Disease	A1	ENFERMAGEM	Atualizado
0305-7453	Journal of Antimicrobial Chemotherapy (Print)	A1	ENFERMAGEM	Atualizado
0095-1137	Journal of Clinical Microbiology (Print)	A1	ENFERMAGEM	Atualizado
0962-1067	Journal of Clinical Nursing (Print)	A1	ENFERMAGEM	Atualizado
1386-6532	Journal of Clinical Virology	A1	ENFERMAGEM	Atualizado
0022-0345	Journal of Dental Research	A1	ENFERMAGEM	Atualizado
0143-005X	Journal of Epidemiology and Community Health (1979)	A1	ENFERMAGEM	Atualizado
1559-0631	Journal of Exposure Science & Environmental Epidemiology	A1	ENFERMAGEM	Atualizado
1074-8407	Journal of Family Nursing	A1	ENFERMAGEM	Atualizado
0263-6352	Journal of Hypertension	A1	ENFERMAGEM	Atualizado
1533-1458	Journal of Infusion Nursing	A1	ENFERMAGEM	Atualizado
0741-5400	Journal of Leukocyte Biology	A1	ENFERMAGEM	Atualizado
1526-9523	Journal of Midwifery & Women's Health	A1	ENFERMAGEM	Atualizado
0966-0429	Journal of Nursing Management (Print)	A1	ENFERMAGEM	Atualizado
1061-3749	Journal of Nursing Measurement	A1	ENFERMAGEM	Atualizado
1527-6546	Journal of Nursing Scholarship	A1	ENFERMAGEM	Atualizado
0955-2863	Journal of Nutritional Biochemistry	A1	ENFERMAGEM	Atualizado
0731-7085	Journal of Pharmaceutical and Biomedical Analysis (Print)	A1	ENFERMAGEM	Atualizado
8755-7223	Journal of Professional Nursing	A1	ENFERMAGEM	Atualizado
0022-3999	Journal of Psychosomatic Research	A1	ENFERMAGEM	Atualizado
0002-8223	Journal of the American Dietetic Association	A1	ENFERMAGEM	Atualizado
0002-8614	Journal of the American Geriatrics Society	A1	ENFERMAGEM	Atualizado
1067-5027	Journal of the American Medical Informatics Association	A1	ENFERMAGEM	Atualizado
1071-5754	Journal of Wound, Ostomy, and Continence Nursing	A1	ENFERMAGEM	Atualizado
1286-4579	Microbes and Infection	A1	ENFERMAGEM	Atualizado
0026-265X	Microchemical Journal (Print)	A1	ENFERMAGEM	Atualizado
0266-6138	Midwifery	A1	ENFERMAGEM	Atualizado
0301-4851	Molecular Biology Reports	A1	ENFERMAGEM	Atualizado
1526-744X	Nephrology Nursing Journal	A1	ENFERMAGEM	Atualizado
1545-9683	Neurorehabilitation and Neural Repair	A1	ENFERMAGEM	Atualizado
0306-4522	Neuroscience	A1	ENFERMAGEM	Atualizado
0733-2467	Neurourology and Urodynamics (Print)	A1	ENFERMAGEM	Atualizado
0939-4753	NMCD. Nutrition Metabolism and Cardiovascular Diseases (Testo Stampato)	A1	ENFERMAGEM	Atualizado
0260-6917	Nurse Education Today	A1	ENFERMAGEM	Atualizado
1441-0745	Nursing and Health Sciences	A1	ENFERMAGEM	Atualizado
0969-7330	Nursing Ethics	A1	ENFERMAGEM	Atualizado
0029-6473	Nursing Forum (Hillsdale)	A1	ENFERMAGEM	Atualizado
1362-1017	Nursing in Critical Care	A1	ENFERMAGEM	Atualizado
1320-7881	Nursing Inquiry (Print)	A1	ENFERMAGEM	Atualizado
0029-6643	Nutrition Reviews	A1	ENFERMAGEM	Atualizado
1930-7381	Obesity (Silver Spring, Md.)	A1	ENFERMAGEM	Atualizado
0960-8923	Obesity Surgery	A1	ENFERMAGEM	Atualizado
1351-0711	Occupational and Environmental Medicine (London)	A1	ENFERMAGEM	Atualizado
0304-3959	Pain (Amsterdam. Print)	A1	ENFERMAGEM	Atualizado
1524-9042	Pain Management Nursing (Print)	A1	ENFERMAGEM	Atualizado
1529-7535	Pediatric Critical Care Medicine	A1	ENFERMAGEM	Atualizado
0097-9805	Pediatric Nursing	A1	ENFERMAGEM	Atualizado
0031-4005	Pediatrics (Evanston)	A1	ENFERMAGEM	Atualizado
1043-6618	Pharmacological Research	A1	ENFERMAGEM	Atualizado
1935-2735	PLoS Neglected Tropical Diseases (Online)	A1	ENFERMAGEM	Atualizado
1935-2727	PLoS Neglected Tropical Diseases (Print)	A1	ENFERMAGEM	Atualizado
1932-6203	Plos One	A1	ENFERMAGEM	Atualizado
0091-7435	Preventive Medicine (1972. Print)	A1	ENFERMAGEM	Atualizado
1525-1446	Public Health Nursing	A1	ENFERMAGEM	Atualizado
0737-1209	Public Health Nursing (Boston, Mass.)	A1	ENFERMAGEM	Atualizado
1049-7323	Qualitative Health Research	A1	ENFERMAGEM	Atualizado
1518-8345	Revista Latino-Americana de Enfermagem (Online)	A1	ENFERMAGEM	Atualizado
0104-1169	Revista Latino-Americana de Enfermagem (USP. Ribeirão Preto. Impresso)	A1	ENFERMAGEM	Atualizado
0048-9697	Science of the Total Environment	A1	ENFERMAGEM	Atualizado
1479-5868	The International Journal of Behavioural Nutrition and Physical Activity (Online)	A1	ENFERMAGEM	Atualizado
0021-9258	The Journal of Biological Chemistry (Print)	A1	ENFERMAGEM	Atualizado
0889-4655	The Journal of Cardiovascular Nursing	A1	ENFERMAGEM	Atualizado
0022-0124	The Journal of Continuing Education in Nursing	A1	ENFERMAGEM	Atualizado
0195-6701	The Journal of Hospital Infection	A1	ENFERMAGEM	Atualizado
0022-1899	The Journal of Infectious Diseases	A1	ENFERMAGEM	Atualizado
0888-0395	The Journal of Neuroscience Nursing	A1	ENFERMAGEM	Atualizado
0022-3166	The Journal of Nutrition (Print)	A1	ENFERMAGEM	Atualizado
1526-5900	The Journal of Pain (Print)	A1	ENFERMAGEM	Atualizado
1055-3290	The Journal of the Association of Nurses in AIDS Care	A1	ENFERMAGEM	Atualizado
1083-7159	The Oncologist (Dayton, Ohio)	A1	ENFERMAGEM	Atualizado
0041-008X	Toxicology and Applied Pharmacology	A1	ENFERMAGEM	Atualizado
0041-1337	Transplantation	A1	ENFERMAGEM	Atualizado
1472-9792	Tuberculosis (Edinburgh)	A1	ENFERMAGEM	Atualizado
0168-1702	Virus Research (Print)	A1	ENFERMAGEM	Atualizado
0193-9459	Western Journal of Nursing Research	A1	ENFERMAGEM	Atualizado
0001-4575	Accident Analysis and Prevention	A2	ENFERMAGEM	Atualizado
0001-5172	Acta Anaesthesiologica Scandinavica	A2	ENFERMAGEM	Atualizado
0803-5253	Acta Paediatrica (Oslo)	A2	ENFERMAGEM	Atualizado
1982-0194	Acta Paulista de Enfermagem (Online)	A2	ENFERMAGEM	Atualizado
0103-2100	Acta Paulista de Enfermagem (UNIFESP. Impresso)	A2	ENFERMAGEM	Atualizado
0001-706X	Acta Tropica	A2	ENFERMAGEM	Atualizado
1594-0667	Aging Clinical and Experimental Research (Testo stampato)	A2	ENFERMAGEM	Atualizado
0954-0121	Aids Care (Print)	A2	ENFERMAGEM	Atualizado
1087-2914	AIDS patient care and STDs	A2	ENFERMAGEM	Atualizado
0889-2229	AIDS Research and Human Retroviruses	A2	ENFERMAGEM	Atualizado
0741-8329	Alcohol (Fayetteville, N.Y.)	A2	ENFERMAGEM	Atualizado
1042-0533	American Journal of Human Biology	A2	ENFERMAGEM	Atualizado
0301-4460	Annals of Human Biology	A2	ENFERMAGEM	Atualizado
0077-8923	Annals of the New York Academy of Sciences	A2	ENFERMAGEM	Atualizado
0003-6870	Applied Ergonomics	A2	ENFERMAGEM	Atualizado
0090-4341	Archives of Environmental Contamination and Toxicology (Print)	A2	ENFERMAGEM	Atualizado
1592-5986	Assist Inferm Ric	A2	ENFERMAGEM	Atualizado
1742-7835	Basic & Clinical Pharmacology & Toxicology (Print)	A2	ENFERMAGEM	Atualizado
1352-4658	Behavioural and Cognitive Psychotherapy (Print)	A2	ENFERMAGEM	Atualizado
0006-291X	Biochemical and Biophysical Research Communications (Print)	A2	ENFERMAGEM	Atualizado
0163-4984	Biological Trace Element Research	A2	ENFERMAGEM	Atualizado
1359-5237	Blood Pressure Monitoring	A2	ENFERMAGEM	Atualizado
1471-2172	BMC Immunology (Online)	A2	ENFERMAGEM	Atualizado
1471-2458	BMC Public Health (Online)	A2	ENFERMAGEM	Atualizado
0959-8146	BMJ (International Edition)	A2	ENFERMAGEM	Atualizado
1414-431X	Brazilian journal of medical and biological research	A2	ENFERMAGEM	Atualizado
0100-879X	Brazilian Journal of Medical and Biological Research (Impresso)	A2	ENFERMAGEM	Atualizado
1359-107X	British Journal of Health Psychology	A2	ENFERMAGEM	Atualizado
0007-4861	Bulletin of Environmental Contamination and Toxicology	A2	ENFERMAGEM	Atualizado
0305-4179	Burns (Oxford)	A2	ENFERMAGEM	Atualizado
0102-311X	Cadernos de Saúde Pública (ENSP. Impresso)	A2	ENFERMAGEM	Atualizado
1678-4464	Cadernos de Saúde Pública (Online)	A2	ENFERMAGEM	Atualizado
0008-8749	Cellular Immunology (Print)	A2	ENFERMAGEM	Atualizado
1421-9786	Cerebrovascular Diseases	A2	ENFERMAGEM	Atualizado
0009-8981	Clinica Chimica Acta (Print)	A2	ENFERMAGEM	Atualizado
0160-9289	Clinical Cardiology (Mahwah, N.J.)	A2	ENFERMAGEM	Atualizado
1807-5932	Clinics	A2	ENFERMAGEM	Atualizado
1095-6433	Comparative Biochemistry and Physiology. Part A, Molecular & Integrative Physiology	A2	ENFERMAGEM	Atualizado
0010-7824	Contraception (Stoneham)	A2	ENFERMAGEM	Atualizado
1364-8535	Critical Care (London. Print)	A2	ENFERMAGEM	Atualizado
0300-7995	Current Medical Research and Opinion	A2	ENFERMAGEM	Atualizado
1473-4877	Current Medical Research and Opinion	A2	ENFERMAGEM	Atualizado
1566-5240	Current Molecular Medicine	A2	ENFERMAGEM	Atualizado
0963-8288	Disability and Rehabilitation	A2	ENFERMAGEM	Atualizado
0278-0240	Disease Markers (Print)	A2	ENFERMAGEM	Atualizado
1170-229X	Drugs & Aging	A2	ENFERMAGEM	Atualizado
0378-3782	Early Human Development	A2	ENFERMAGEM	Atualizado
1573-2959	Environmental Monitoring and Assessment (Dordrecht. Online)	A2	ENFERMAGEM	Atualizado
0944-1344	Environmental Science and Pollution Research International	A2	ENFERMAGEM	Atualizado
1525-5050	Epilepsy & Behavior (Print)	A2	ENFERMAGEM	Atualizado
1439-6319	European Journal of Applied Physiology (Print)	A2	ENFERMAGEM	Atualizado
0954-3007	European Journal of Clinical Nutrition	A2	ENFERMAGEM	Atualizado
0301-2115	European Journal of Obstetrics, Gynecology, and Reproductive Biology	A2	ENFERMAGEM	Atualizado
1090-3798	European Journal of Paediatric Neurology	A2	ENFERMAGEM	Atualizado
0014-2999	European Journal of Pharmacology	A2	ENFERMAGEM	Atualizado
0928-8244	FEMS Immunology and Medical Microbiology (Print)	A2	ENFERMAGEM	Atualizado
0278-6915	Food and Chemical Toxicology	A2	ENFERMAGEM	Atualizado
0897-7194	Growth Factors (Print)	A2	ENFERMAGEM	Atualizado
1477-7525	Health and Quality of Life Outcomes	A2	ENFERMAGEM	Atualizado
0916-9636	Hypertension Research	A2	ENFERMAGEM	Atualizado
0971-5916	Indian Journal of Medical Research	A2	ENFERMAGEM	Atualizado
0360-3997	Inflammation	A2	ENFERMAGEM	Atualizado
1871-5281	Inflammation & Allergy. Drug Targets	A2	ENFERMAGEM	Atualizado
1353-8047	Injury Prevention	A2	ENFERMAGEM	Atualizado
0340-0131	International Archives of Occupational and Environmental Health	A2	ENFERMAGEM	Atualizado
0020-7128	International Journal of Biometeorology (Print)	A2	ENFERMAGEM	Atualizado
1109-3099	International Journal of Endocrinology and Metabolism	A2	ENFERMAGEM	Atualizado
1744-3121	International Journal of Immunogenetics (Print)	A2	ENFERMAGEM	Atualizado
1386-5056	International Journal of Medical Informatics	A2	ENFERMAGEM	Atualizado
1744-618X	International Journal of Nursing Terminologies and Classifications	A2	ENFERMAGEM	Atualizado
0172-4622	International Journal of Sports Medicine	A2	ENFERMAGEM	Atualizado
1088-4602	Journal of Addictions Nursing	A2	ENFERMAGEM	Atualizado
1557-7708	Journal of Alternative & Complementary Medicine	A2	ENFERMAGEM	Atualizado
0171-5216	Journal of Cancer Research and Clinical Oncology	A2	ENFERMAGEM	Atualizado
1932-7501	Journal of Cardiopulmonary Rehabilitation and Prevention	A2	ENFERMAGEM	Atualizado
1010-5182	Journal of Cranio-Maxillo-Facial Surgery	A2	ENFERMAGEM	Atualizado
0883-9441	Journal of Critical Care	A2	ENFERMAGEM	Atualizado
1464-0325	Journal of Environmental Monitoring (Print)	A2	ENFERMAGEM	Atualizado
0378-8741	Journal of Ethnopharmacology	A2	ENFERMAGEM	Atualizado
0950-9240	Journal of Human Hypertension	A2	ENFERMAGEM	Atualizado
0146-6615	Journal of Medical Virology (Print)	A2	ENFERMAGEM	Atualizado
1053-0487	Journal of Occupational Rehabilitation	A2	ENFERMAGEM	Atualizado
0885-3924	Journal of Pain and Symptom Management	A2	ENFERMAGEM	Atualizado
0146-8693	Journal of Pediatric Psychology	A2	ENFERMAGEM	Atualizado
1482-1826	Journal of Pharmacy & Pharmaceutical Sciences	A2	ENFERMAGEM	Atualizado
1741-3842	Journal of Public Health (Print)	A2	ENFERMAGEM	Atualizado
1064-8011	Journal of Strength and Conditioning Research	A2	ENFERMAGEM	Atualizado
0022-4790	Journal of Surgical Oncology (Print)	A2	ENFERMAGEM	Atualizado
1357-633X	Journal of Telemedicine and Telecare	A2	ENFERMAGEM	Atualizado
0929-5305	Journal of Thrombosis and Thrombolysis	A2	ENFERMAGEM	Atualizado
1528-7394	Journal of Toxicology and Environmental Health. Part A	A2	ENFERMAGEM	Atualizado
1062-0303	Journal of Vascular Nursing	A2	ENFERMAGEM	Atualizado
1040-6387	Journal of Veterinary Diagnostic Investigation	A2	ENFERMAGEM	Atualizado
0024-3205	Life Sciences (1973)	A2	ENFERMAGEM	Atualizado
1476-511X	Lipids in Health and Disease	A2	ENFERMAGEM	Atualizado
0378-5122	Maturitas (Amsterdam)	A2	ENFERMAGEM	Atualizado
0074-0276	Memórias do Instituto Oswaldo Cruz (Impresso)	A2	ENFERMAGEM	Atualizado
1678-8060	Memórias do Instituto Oswaldo Cruz (Online)	A2	ENFERMAGEM	Atualizado
0026-0495	Metabolism, Clinical and Experimental (Print)	A2	ENFERMAGEM	Atualizado
0026-1270	Methods of Information in Medicine	A2	ENFERMAGEM	Atualizado
0375-9393	Minerva Anestesiologica (Testo stampato)	A2	ENFERMAGEM	Atualizado
1386-1964	Mutation Research. Fundamental and Molecular Mechanisms of Mutagenesis	A2	ENFERMAGEM	Atualizado
1661-7800	Neonatology (Basel, Print)	A2	ENFERMAGEM	Atualizado
0304-3940	Neuroscience Letters (Print)	A2	ENFERMAGEM	Atualizado
1062-8061	Nursing History Review	A2	ENFERMAGEM	Atualizado
1475-2891	Nutrition Journal	A2	ENFERMAGEM	Atualizado
0097-0166	Nutrition Research	A2	ENFERMAGEM	Atualizado
1354-523X	Oral Diseases	A2	ENFERMAGEM	Atualizado
0269-2163	Palliative Medicine	A2	ENFERMAGEM	Atualizado
0932-0113	Parasitology Research (1987. Print)	A2	ENFERMAGEM	Atualizado
0344-0338	Pathology, Research and Practice (Print)	A2	ENFERMAGEM	Atualizado
0738-3991	Patient Education and Counseling	A2	ENFERMAGEM	Atualizado
0931-041X	Pediatric Nephrology (Berlin, West)	A2	ENFERMAGEM	Atualizado
0301-0449	Pediatric Radiology	A2	ENFERMAGEM	Atualizado
0196-9781	Peptides (New York, N.Y. 1980)	A2	ENFERMAGEM	Atualizado
1099-1573	Phytotherapy Research (Online)	A2	ENFERMAGEM	Atualizado
1368-9800	Public Health Nutrition (Wallingford)	A2	ENFERMAGEM	Atualizado
0962-9343	Quality of Life Research	A2	ENFERMAGEM	Atualizado
0167-0115	Regulatory Peptides (Print)	A2	ENFERMAGEM	Atualizado
0921-3449	Resources, Conservation and Recycling	A2	ENFERMAGEM	Atualizado
0954-6111	Respiratory Medicine	A2	ENFERMAGEM	Atualizado
1323-7799	Respirology (Carlton South. Print)	A2	ENFERMAGEM	Atualizado
0034-7167	Revista Brasileira de Enfermagem (Impresso)	A2	ENFERMAGEM	Atualizado
0080-6234	Revista da Escola de Enfermagem da USP (Impresso)	A2	ENFERMAGEM	Atualizado
1980-220X	Revista da Escola de Enfermagem da USP (Online)	A2	ENFERMAGEM	Atualizado
0034-8910	Revista de Saúde Pública (Impresso)	A2	ENFERMAGEM	Atualizado
1518-8787	Revista de Saúde Pública (Online)	A2	ENFERMAGEM	Atualizado
0300-9475	Scandinavian Journal of Immunology (Print)	A2	ENFERMAGEM	Atualizado
1403-4948	Scandinavian Journal of Public Health	A2	ENFERMAGEM	Atualizado
1368-4973	Sexually Transmitted Infections (Print)	A2	ENFERMAGEM	Atualizado
0165-1684	Signal Processing (Print)	A2	ENFERMAGEM	Atualizado
0277-9536	Social Science & Medicine (1982)	A2	ENFERMAGEM	Atualizado
0941-4355	Supportive Care in Cancer	A2	ENFERMAGEM	Atualizado
0104-0701	Texto Contexto Enfermagem, Florianópolis	A2	ENFERMAGEM	Atualizado
0104-0707	Texto & Contexto Enfermagem (UFSC. Impresso)	A2	ENFERMAGEM	Atualizado
0735-6757	The American Journal of Emergency Medicine (Print)	A2	ENFERMAGEM	Atualizado
0002-9610	The American Journal of Surgery	A2	ENFERMAGEM	Atualizado
0749-8047	The Clinical Journal of Pain	A2	ENFERMAGEM	Atualizado
1541-5147	The International Journal of Nursing Terminologies and Classifications	A2	ENFERMAGEM	Atualizado
1027-3719	The International Journal of Tuberculosis and Lung Disease	A2	ENFERMAGEM	Atualizado
1815-7920	The International Journal of Tuberculosis and Lung Disease (Online)	A2	ENFERMAGEM	Atualizado
1279-7707	The Journal of Nutrition, Health & Aging	A2	ENFERMAGEM	Atualizado
0002-8177	The Journal of the American Dental Association (1939)	A2	ENFERMAGEM	Atualizado
0163-4356	Therapeutic Drug Monitoring (Print)	A2	ENFERMAGEM	Atualizado
0001-2815	Tissue Antigens	A2	ENFERMAGEM	Atualizado
0035-9203	Transactions of the Royal Society of Tropical Medicine and Hygiene	A2	ENFERMAGEM	Atualizado
0958-7578	Transfusion Medicine (Print)	A2	ENFERMAGEM	Atualizado
0090-4295	Urology (Ridgewood, N.J.)	A2	ENFERMAGEM	Atualizado
1537-1891	Vascular Pharmacology	A2	ENFERMAGEM	Atualizado
0304-4017	Veterinary Parasitology (Print)	A2	ENFERMAGEM	Atualizado
1743-422X	Virology Journal	A2	ENFERMAGEM	Atualizado
0083-6729	Vitamins and Hormones	A2	ENFERMAGEM	Atualizado
0273-1223	Water Science and Technology	A2	ENFERMAGEM	Atualizado
0267-8373	Work and Stress	A2	ENFERMAGEM	Atualizado
0139-3006	Acta Alimentaria: An International Journal of Food Science	B1	ENFERMAGEM	Atualizado
1726-569X	Acta Bioethica (En Línea)	B1	ENFERMAGEM	Atualizado
0102-8650	Acta Cirúrgica Brasileira (Impresso)	B1	ENFERMAGEM	Atualizado
0326-2383	Acta Farmacéutica Bonaerense	B1	ENFERMAGEM	Atualizado
0567-7572	Acta Horticulturae	B1	ENFERMAGEM	Atualizado
0870-399X	Acta Médica Portuguesa	B1	ENFERMAGEM	Atualizado
0326-4815	Acta Odontológica Latinoamericana	B1	ENFERMAGEM	Atualizado
1413-7852	Acta Ortopédica Brasileira (Impresso)	B1	ENFERMAGEM	Atualizado
0303-464X	Acta Reumatológica Portuguesa	B1	ENFERMAGEM	Atualizado
1679-9291	Acta Scientiarum. Health Sciences (Impresso)	B1	ENFERMAGEM	Atualizado
1807-8648	Acta Scientiarum. Health Sciences (Online)	B1	ENFERMAGEM	Atualizado
0210-4806	Actas Urológicas Españolas	B1	ENFERMAGEM	Atualizado
1043-4046	Advances in Physiology Education	B1	ENFERMAGEM	Atualizado
1527-7941	Advances in Skin & Wound Care	B1	ENFERMAGEM	Atualizado
1049-9091	AM J HOSP PALLIAT ME	B1	ENFERMAGEM	Atualizado
0365-0596	Anais Brasileiros de Dermatologia (Impresso)	B1	ENFERMAGEM	Atualizado
0001-3765	Anais da Academia Brasileira de Ciências (Impresso)	B1	ENFERMAGEM	Atualizado
1344-3941	Animal Science Journal	B1	ENFERMAGEM	Atualizado
1092-9134	Annals of Diagnostic Pathology (Print)	B1	ENFERMAGEM	Atualizado
1744-859X	Annals of General Psychiatry	B1	ENFERMAGEM	Atualizado
1657-5997	Aquichan (Bogotá)	B1	ENFERMAGEM	Atualizado
0167-4943	Archives of Gerontology and Geriatrics	B1	ENFERMAGEM	Atualizado
0932-0067	Archives of Gynecology and Obstetrics (Print)	B1	ENFERMAGEM	Atualizado
0300-2896	Archivos de Bronconeumología (Ed. impresa)	B1	ENFERMAGEM	Atualizado
0212-8799	Archivos de Medicina del Deporte	B1	ENFERMAGEM	Atualizado
0004-0622	Archivos Latinoamericanos de Nutrición	B1	ENFERMAGEM	Atualizado
0066-782X	Arquivos Brasileiros de Cardiologia (Impresso)	B1	ENFERMAGEM	Atualizado
0004-2730	Arquivos Brasileiros de Endocrinologia e Metabologia (Impresso)	B1	ENFERMAGEM	Atualizado
0004-2749	Arquivos Brasileiros de Oftalmologia (Impresso)	B1	ENFERMAGEM	Atualizado
1809-5267	Arquivos Brasileiros de Psicologia (Online)	B1	ENFERMAGEM	Atualizado
0004-2803	Arquivos de Gastroenterologia (Impresso)	B1	ENFERMAGEM	Atualizado
0004-282X	Arquivos de Neuro-Psiquiatria (Impresso)	B1	ENFERMAGEM	Atualizado
1976-1317	ASIAN NURS RES	B1	ENFERMAGEM	Atualizado
2222-1808	Asian Pacific Journal of Tropical Disease	B1	ENFERMAGEM	Atualizado
0212-6567	Atención Primaria (Barcelona. Ed. impresa)	B1	ENFERMAGEM	Atualizado
1578-8946	Athenea Digital	B1	ENFERMAGEM	Atualizado
0121-4500	Avances en Enfermeria	B1	ENFERMAGEM	Atualizado
1554-351X	Behavior Research Methods	B1	ENFERMAGEM	Atualizado
0925-4439	Biochimica et Biophysica Acta. Molecular Basis of Disease	B1	ENFERMAGEM	Atualizado
0929-1016	Biological Rhythm Research	B1	ENFERMAGEM	Atualizado
0970-938X	Biomedical Research (Aligarh)	B1	ENFERMAGEM	Atualizado
1981-3163	Bioscience Journal (Online)	B1	ENFERMAGEM	Atualizado
1472-6963	BMC Health Services Research (Online)	B1	ENFERMAGEM	Atualizado
